s_name,scheme_code,aumdate,aumtotal,fincode,invdate,noshares,percent_aum
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,112070,2023-09-30T00:00:00.000Z,1124119,0.39
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,255331,2023-09-30T00:00:00.000Z,704845,0.36
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,106355,2023-09-30T00:00:00.000Z,1084210,0.29
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100233,2023-09-30T00:00:00.000Z,384962,0.28
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,131162,2023-09-30T00:00:00.000Z,547542,0.16
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132500,2023-09-30T00:00:00.000Z,26480,0.16
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100696,2023-09-30T00:00:00.000Z,107180,0.15
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132540,2023-09-30T00:00:00.000Z,43101,0.08
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,229365,2023-09-30T00:00:00.000Z,596235,0.08
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100114,2023-09-30T00:00:00.000Z,15885,0.03
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100049,2023-09-30T00:00:00.000Z,143650,0.01
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,217389,2023-09-30T00:00:00.000Z,18665,0.01
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100180,2023-08-31T00:00:00.000Z,10839903,9.66
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132174,2023-08-31T00:00:00.000Z,13793912,7.50
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100112,2023-08-31T00:00:00.000Z,14383799,4.58
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100209,2023-08-31T00:00:00.000Z,4744691,3.86
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100325,2023-08-31T00:00:00.000Z,2669104,3.64
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132215,2023-08-31T00:00:00.000Z,5996566,3.31
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100510,2023-08-31T00:00:00.000Z,2042000,3.13
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132281,2023-08-31T00:00:00.000Z,4569029,3.04
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132555,2023-08-31T00:00:00.000Z,22051689,2.76
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100247,2023-08-31T00:00:00.000Z,2408201,2.40
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132454,2023-08-31T00:00:00.000Z,4888392,2.37
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,252306,2023-08-31T00:00:00.000Z,37143535,2.06
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,280713,2023-08-31T00:00:00.000Z,11512476,1.96
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,211385,2023-08-31T00:00:00.000Z,2659216,1.95
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,235355,2023-08-31T00:00:00.000Z,1933291,1.91
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100493,2023-08-31T00:00:00.000Z,2961664,1.80
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,225051,2023-08-31T00:00:00.000Z,3819660,1.77
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132702,2023-08-31T00:00:00.000Z,11279296,1.77
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100043,2023-08-31T00:00:00.000Z,1831434,1.75
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100087,2023-08-31T00:00:00.000Z,2125785,1.52
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100096,2023-08-31T00:00:00.000Z,4807700,1.51
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100271,2023-08-31T00:00:00.000Z,2772456,1.47
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100472,2023-08-31T00:00:00.000Z,492341,1.46
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100470,2023-08-31T00:00:00.000Z,20456569,1.43
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100878,2023-08-31T00:00:00.000Z,1110268,1.42
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,302988,2023-08-31T00:00:00.000Z,18078300,1.37
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100875,2023-08-31T00:00:00.000Z,5006388,1.25
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132644,2023-08-31T00:00:00.000Z,656188,1.23
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,124200,2023-08-31T00:00:00.000Z,1143359,1.20
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,124804,2023-08-31T00:00:00.000Z,2487614,1.17
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132541,2023-08-31T00:00:00.000Z,374003,1.16
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,289108,2023-08-31T00:00:00.000Z,4645336,1.15
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,303107,2023-08-31T00:00:00.000Z,1318669,1.07
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,224623,2023-08-31T00:00:00.000Z,14375783,1.03
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,107685,2023-08-31T00:00:00.000Z,4342947,1.01
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,124715,2023-08-31T00:00:00.000Z,1542081,0.97
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,213838,2023-08-31T00:00:00.000Z,2631909,0.96
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,241214,2023-08-31T00:00:00.000Z,22043902,0.88
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100520,2023-08-31T00:00:00.000Z,980000,0.88
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,216564,2023-08-31T00:00:00.000Z,2140573,0.87
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100425,2023-08-31T00:00:00.000Z,3505889,0.85
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100570,2023-08-31T00:00:00.000Z,2313881,0.79
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132843,2023-08-31T00:00:00.000Z,4108657,0.77
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,254493,2023-08-31T00:00:00.000Z,1613464,0.71
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100027,2023-08-31T00:00:00.000Z,164068,0.68
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,126797,2023-08-31T00:00:00.000Z,7423561,0.68
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,288476,2023-08-31T00:00:00.000Z,22891269,0.62
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,221645,2023-08-31T00:00:00.000Z,544476,0.62
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,130367,2023-08-31T00:00:00.000Z,3691682,0.57
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132234,2023-08-31T00:00:00.000Z,10448595,0.56
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,221083,2023-08-31T00:00:00.000Z,10915468,0.53
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,255331,2023-08-31T00:00:00.000Z,905668,0.51
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132500,2023-08-31T00:00:00.000Z,89980,0.51
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132540,2023-08-31T00:00:00.000Z,227037,0.43
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,103806,2023-08-31T00:00:00.000Z,302027,0.40
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,132488,2023-08-31T00:00:00.000Z,184362,0.38
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100547,2023-08-31T00:00:00.000Z,1863720,0.36
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100233,2023-08-31T00:00:00.000Z,384962,0.32
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,106355,2023-08-31T00:00:00.000Z,1084210,0.32
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,131162,2023-08-31T00:00:00.000Z,974743,0.29
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,221194,2023-08-31T00:00:00.000Z,119406,0.16
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,229365,2023-08-31T00:00:00.000Z,596235,0.08
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100114,2023-08-31T00:00:00.000Z,15885,0.03
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100049,2023-08-31T00:00:00.000Z,143650,0.01
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,100696,2023-08-31T00:00:00.000Z,7180,0.01
Mirae Asset ELSS Tax Saver Fund-Reg(G),33536,2023-11-30T00:00:00.000Z,18842.81,217389,2023-08-31T00:00:00.000Z,18665,0.01
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,252306,2023-11-30T00:00:00.000Z,79702971,11.00
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,229365,2023-11-30T00:00:00.000Z,36986391,9.87
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,111243,2023-11-30T00:00:00.000Z,6199029,8.06
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,269404,2023-11-30T00:00:00.000Z,1800000,7.05
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132541,2023-11-30T00:00:00.000Z,1050000,7.04
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,210590,2023-11-30T00:00:00.000Z,923522,6.88
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132174,2023-11-30T00:00:00.000Z,5000000,5.44
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100180,2023-11-30T00:00:00.000Z,2500000,4.53
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132156,2023-11-30T00:00:00.000Z,8558693,4.26
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,102355,2023-11-30T00:00:00.000Z,1400000,4.20
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,106401,2023-11-30T00:00:00.000Z,1600000,4.09
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,303575,2023-11-30T00:00:00.000Z,12488513,3.27
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100510,2023-11-30T00:00:00.000Z,850000,3.08
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100251,2023-11-30T00:00:00.000Z,750000,2.43
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100002,2023-11-30T00:00:00.000Z,450000,2.31
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,126299,2023-11-30T00:00:00.000Z,550000,1.51
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,223187,2023-11-30T00:00:00.000Z,425000,1.22
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,286335,2023-11-30T00:00:00.000Z,1250000,1.08
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100093,2023-11-30T00:00:00.000Z,1950000,1.02
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,226720,2023-11-30T00:00:00.000Z,2350000,0.89
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132504,2023-11-30T00:00:00.000Z,201161,0.87
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132755,2023-11-30T00:00:00.000Z,600200,0.85
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,207901,2023-11-30T00:00:00.000Z,175562,0.51
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,213838,2023-11-30T00:00:00.000Z,100000,0.12
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100550,2023-11-30T00:00:00.000Z,125,0.00
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,252306,2023-10-31T00:00:00.000Z,87500000,11.34
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,229365,2023-10-31T00:00:00.000Z,36750000,9.93
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,210590,2023-10-31T00:00:00.000Z,1275000,9.69
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,111243,2023-10-31T00:00:00.000Z,6400000,8.98
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,269404,2023-10-31T00:00:00.000Z,1675000,6.51
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132541,2023-10-31T00:00:00.000Z,1050000,6.45
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132174,2023-10-31T00:00:00.000Z,5000000,5.64
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100180,2023-10-31T00:00:00.000Z,2500000,4.55
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132156,2023-10-31T00:00:00.000Z,8558693,4.42
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,102355,2023-10-31T00:00:00.000Z,1350000,4.25
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,106401,2023-10-31T00:00:00.000Z,1600000,3.92
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100510,2023-10-31T00:00:00.000Z,850000,3.07
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,303575,2023-10-31T00:00:00.000Z,12500000,2.93
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100251,2023-10-31T00:00:00.000Z,750000,1.99
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,213838,2023-10-31T00:00:00.000Z,2000000,1.89
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100002,2023-10-31T00:00:00.000Z,350000,1.77
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,205198,2023-10-31T00:00:00.000Z,875000,1.69
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,126299,2023-10-31T00:00:00.000Z,550000,1.44
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,223187,2023-10-31T00:00:00.000Z,425000,1.25
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,286335,2023-10-31T00:00:00.000Z,1250000,1.03
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132755,2023-10-31T00:00:00.000Z,600200,0.84
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,226720,2023-10-31T00:00:00.000Z,2350000,0.84
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100093,2023-10-31T00:00:00.000Z,750000,0.36
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132504,2023-10-31T00:00:00.000Z,50000,0.21
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,207901,2023-10-31T00:00:00.000Z,50000,0.11
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100550,2023-10-31T00:00:00.000Z,125,0.00
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,252306,2023-09-30T00:00:00.000Z,97000000,12.08
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,229365,2023-09-30T00:00:00.000Z,35770728,10.15
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,111243,2023-09-30T00:00:00.000Z,6500000,9.71
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,210590,2023-09-30T00:00:00.000Z,1050000,7.47
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132174,2023-09-30T00:00:00.000Z,5366677,6.27
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,269404,2023-09-30T00:00:00.000Z,1675000,6.14
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132541,2023-09-30T00:00:00.000Z,925000,5.79
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132156,2023-09-30T00:00:00.000Z,8673181,4.69
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100180,2023-09-30T00:00:00.000Z,2500000,4.68
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,106401,2023-09-30T00:00:00.000Z,1550020,4.03
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,102355,2023-09-30T00:00:00.000Z,1250000,3.92
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100510,2023-09-30T00:00:00.000Z,850000,3.15
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,213838,2023-09-30T00:00:00.000Z,3250000,2.40
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100002,2023-09-30T00:00:00.000Z,450000,2.26
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100251,2023-09-30T00:00:00.000Z,750000,1.91
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,303575,2023-09-30T00:00:00.000Z,10000000,1.70
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,126299,2023-09-30T00:00:00.000Z,550000,1.60
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100550,2023-09-30T00:00:00.000Z,350000,1.58
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,223187,2023-09-30T00:00:00.000Z,425000,1.20
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,286335,2023-09-30T00:00:00.000Z,1250000,1.09
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132755,2023-09-30T00:00:00.000Z,600200,0.90
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,226720,2023-09-30T00:00:00.000Z,1950399,0.54
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100093,2023-09-30T00:00:00.000Z,750000,0.41
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,218071,2023-09-30T00:00:00.000Z,390400,0.27
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,222055,2023-09-30T00:00:00.000Z,32879,0.10
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,252306,2023-08-31T00:00:00.000Z,97000000,11.22
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,229365,2023-08-31T00:00:00.000Z,35770728,9.90
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132174,2023-08-31T00:00:00.000Z,6500000,7.38
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100180,2023-08-31T00:00:00.000Z,3600000,6.70
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,210590,2023-08-31T00:00:00.000Z,1050000,6.68
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132541,2023-08-31T00:00:00.000Z,925000,5.99
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,269404,2023-08-31T00:00:00.000Z,1721048,5.91
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,111243,2023-08-31T00:00:00.000Z,4000000,5.32
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132156,2023-08-31T00:00:00.000Z,8873399,4.65
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,106401,2023-08-31T00:00:00.000Z,1550020,4.08
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,102355,2023-08-31T00:00:00.000Z,1300000,3.58
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100510,2023-08-31T00:00:00.000Z,850000,2.72
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,213838,2023-08-31T00:00:00.000Z,3250000,2.48
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100002,2023-08-31T00:00:00.000Z,450000,2.34
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,222055,2023-08-31T00:00:00.000Z,800000,2.31
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100251,2023-08-31T00:00:00.000Z,750000,1.82
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100550,2023-08-31T00:00:00.000Z,350000,1.63
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,126299,2023-08-31T00:00:00.000Z,550000,1.58
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,286335,2023-08-31T00:00:00.000Z,1250000,1.07
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,223187,2023-08-31T00:00:00.000Z,425000,1.01
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,132755,2023-08-31T00:00:00.000Z,600200,0.85
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,100093,2023-08-31T00:00:00.000Z,1380105,0.70
Motilal Oswal Flexi Cap Fund-Reg(G),26481,2023-11-30T00:00:00.000Z,8593.35,218071,2023-08-31T00:00:00.000Z,390400,0.27
