s_name,scheme_code,aumdate,aumtotal,fincode,invdate,noshares,percent_aum
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,216369,2023-11-30T00:00:00.000Z,1084205,0.62
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132683,2023-11-30T00:00:00.000Z,15836,0.60
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100877,2023-11-30T00:00:00.000Z,132021,0.59
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,213838,2023-11-30T00:00:00.000Z,56087,0.59
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,289108,2023-11-30T00:00:00.000Z,143745,0.59
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,106395,2023-11-30T00:00:00.000Z,47069,0.57
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,217280,2023-11-30T00:00:00.000Z,731392,0.57
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132514,2023-11-30T00:00:00.000Z,139915,0.57
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100113,2023-11-30T00:00:00.000Z,577922,0.56
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,209373,2023-11-30T00:00:00.000Z,70712,0.56
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100403,2023-11-30T00:00:00.000Z,42840,0.56
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,113375,2023-11-30T00:00:00.000Z,44060,0.55
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,268618,2023-11-30T00:00:00.000Z,10987,0.55
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132504,2023-11-30T00:00:00.000Z,13867,0.54
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100260,2023-11-30T00:00:00.000Z,51008,0.53
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100488,2023-11-30T00:00:00.000Z,2124,0.53
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132644,2023-11-30T00:00:00.000Z,13591,0.52
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,235355,2023-11-30T00:00:00.000Z,27653,0.51
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,123457,2023-11-30T00:00:00.000Z,8523,0.51
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,209967,2023-11-30T00:00:00.000Z,258557,0.50
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,242461,2023-11-30T00:00:00.000Z,280483,0.49
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132478,2023-11-30T00:00:00.000Z,28538,0.49
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,124000,2023-11-30T00:00:00.000Z,113658,0.49
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132539,2023-11-30T00:00:00.000Z,68728,0.48
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,105790,2023-11-30T00:00:00.000Z,16246,0.48
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,295872,2023-11-30T00:00:00.000Z,15809,0.47
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100233,2023-11-30T00:00:00.000Z,33106,0.46
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,124208,2023-11-30T00:00:00.000Z,79702,0.46
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,220350,2023-11-30T00:00:00.000Z,297787,0.46
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100302,2023-11-30T00:00:00.000Z,47600,0.46
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,200091,2023-11-30T00:00:00.000Z,143055,0.46
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100472,2023-11-30T00:00:00.000Z,9289,0.45
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132523,2023-11-30T00:00:00.000Z,177581,0.44
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100027,2023-11-30T00:00:00.000Z,6371,0.44
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100495,2023-11-30T00:00:00.000Z,13252,0.44
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100043,2023-11-30T00:00:00.000Z,25690,0.44
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,305013,2023-11-30T00:00:00.000Z,671600,0.43
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100092,2023-11-30T00:00:00.000Z,9644,0.43
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132822,2023-11-30T00:00:00.000Z,3113607,0.43
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,131162,2023-11-30T00:00:00.000Z,78522,0.42
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132814,2023-11-30T00:00:00.000Z,99575,0.41
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,106076,2023-11-30T00:00:00.000Z,18590,0.41
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,218763,2023-11-30T00:00:00.000Z,14348,0.41
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100411,2023-11-30T00:00:00.000Z,15243,0.40
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100368,2023-11-30T00:00:00.000Z,27495,0.40
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132466,2023-11-30T00:00:00.000Z,9341,0.39
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,209037,2023-11-30T00:00:00.000Z,225045,0.39
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,122113,2023-11-30T00:00:00.000Z,12328,0.38
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,123395,2023-11-30T00:00:00.000Z,1126,0.37
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132331,2023-11-30T00:00:00.000Z,17414,0.36
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,223430,2023-11-30T00:00:00.000Z,24264,0.35
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,117174,2023-11-30T00:00:00.000Z,884,0.34
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132149,2023-11-30T00:00:00.000Z,311682,0.34
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,210174,2023-11-30T00:00:00.000Z,98187,0.33
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,210591,2023-11-30T00:00:00.000Z,132784,0.32
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100188,2023-11-30T00:00:00.000Z,101346,0.32
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,200515,2023-11-30T00:00:00.000Z,1896,0.32
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,249927,2023-11-30T00:00:00.000Z,68797,0.31
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132889,2023-11-30T00:00:00.000Z,34161,0.31
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,208045,2023-11-30T00:00:00.000Z,154256,0.28
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,106285,2023-11-30T00:00:00.000Z,5030,0.28
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100660,2023-11-30T00:00:00.000Z,16253,0.28
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,130517,2023-11-30T00:00:00.000Z,28859,0.28
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100165,2023-11-30T00:00:00.000Z,80789,0.27
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,217385,2023-11-30T00:00:00.000Z,98469,0.26
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100680,2023-11-30T00:00:00.000Z,6035,0.26
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,219700,2023-11-30T00:00:00.000Z,12094,0.26
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,211840,2023-11-30T00:00:00.000Z,12811,0.25
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,215477,2023-11-30T00:00:00.000Z,14058,0.25
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,217400,2023-11-30T00:00:00.000Z,39551,0.24
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132733,2023-11-30T00:00:00.000Z,33083,0.23
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,208365,2023-11-30T00:00:00.000Z,32290,0.23
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,212705,2023-11-30T00:00:00.000Z,18317,0.22
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,209344,2023-11-30T00:00:00.000Z,49884,0.21
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100238,2023-11-30T00:00:00.000Z,12679,0.21
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,131500,2023-11-30T00:00:00.000Z,54295,0.20
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,190024,2023-11-30T00:00:00.000Z,25867,0.19
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,121064,2023-11-30T00:00:00.000Z,488915,0.19
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,124200,2023-11-30T00:00:00.000Z,10272,0.18
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132525,2023-11-30T00:00:00.000Z,396316,0.18
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,126612,2023-11-30T00:00:00.000Z,2371,0.18
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100164,2023-11-30T00:00:00.000Z,25573,0.17
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,208727,2023-11-30T00:00:00.000Z,11949,0.17
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,218071,2023-10-31T00:00:00.000Z,288015,1.95
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132810,2023-10-31T00:00:00.000Z,566373,1.65
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,200055,2023-10-31T00:00:00.000Z,482734,1.64
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100850,2023-10-31T00:00:00.000Z,343498,1.55
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100469,2023-10-31T00:00:00.000Z,917140,1.52
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,269404,2023-10-31T00:00:00.000Z,40708,1.51
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,286335,2023-10-31T00:00:00.000Z,187599,1.48
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,210590,2023-10-31T00:00:00.000Z,19803,1.44
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132541,2023-10-31T00:00:00.000Z,23675,1.39
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,109930,2023-10-31T00:00:00.000Z,25269,1.29
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,209867,2023-10-31T00:00:00.000Z,300881,1.29
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132648,2023-10-31T00:00:00.000Z,6842439,1.29
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,208280,2023-10-31T00:00:00.000Z,39137,1.26
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,190059,2023-10-31T00:00:00.000Z,68149,1.26
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100257,2023-10-31T00:00:00.000Z,94107,1.25
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100408,2023-10-31T00:00:00.000Z,13603,1.22
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,278580,2023-10-31T00:00:00.000Z,1232389,1.20
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100493,2023-10-31T00:00:00.000Z,99882,1.20
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100093,2023-10-31T00:00:00.000Z,250198,1.15
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100477,2023-10-31T00:00:00.000Z,561168,1.11
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,105537,2023-10-31T00:00:00.000Z,359666,1.10
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,124804,2023-10-31T00:00:00.000Z,109702,1.10
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,211337,2023-10-31T00:00:00.000Z,18138,1.05
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132827,2023-10-31T00:00:00.000Z,2349,1.05
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100480,2023-10-31T00:00:00.000Z,52980,1.05
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,214179,2023-10-31T00:00:00.000Z,159840,1.02
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100290,2023-10-31T00:00:00.000Z,794,1.01
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132830,2023-10-31T00:00:00.000Z,46101,1.01
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,190071,2023-10-31T00:00:00.000Z,26435,0.99
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100271,2023-10-31T00:00:00.000Z,91537,0.99
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,208883,2023-10-31T00:00:00.000Z,86603,0.94
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,102355,2023-10-31T00:00:00.000Z,30916,0.93
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,294320,2023-10-31T00:00:00.000Z,63089,0.91
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100483,2023-10-31T00:00:00.000Z,45578,0.89
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,215367,2023-10-31T00:00:00.000Z,149277,0.88
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100575,2023-10-31T00:00:00.000Z,89053,0.88
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,302988,2023-10-31T00:00:00.000Z,534140,0.88
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,219442,2023-10-31T00:00:00.000Z,94036,0.87
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,208238,2023-10-31T00:00:00.000Z,44464,0.87
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,131344,2023-10-31T00:00:00.000Z,106945,0.87
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,210072,2023-10-31T00:00:00.000Z,14405,0.87
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,254493,2023-10-31T00:00:00.000Z,103585,0.86
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,212427,2023-10-31T00:00:00.000Z,19121,0.84
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,280713,2023-10-31T00:00:00.000Z,249671,0.83
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,126371,2023-10-31T00:00:00.000Z,445804,0.81
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,126299,2023-10-31T00:00:00.000Z,32364,0.81
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132477,2023-10-31T00:00:00.000Z,664985,0.80
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,103100,2023-10-31T00:00:00.000Z,36235,0.78
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132843,2023-10-31T00:00:00.000Z,203186,0.77
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,293380,2023-10-31T00:00:00.000Z,30722,0.76
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,279527,2023-10-31T00:00:00.000Z,289034,0.73
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,208461,2023-10-31T00:00:00.000Z,160377,0.73
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100104,2023-10-31T00:00:00.000Z,248988,0.73
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100103,2023-10-31T00:00:00.000Z,502528,0.72
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132508,2023-10-31T00:00:00.000Z,134896,0.70
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100410,2023-10-31T00:00:00.000Z,31496,0.70
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132522,2023-10-31T00:00:00.000Z,292539,0.69
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100770,2023-10-31T00:00:00.000Z,60615,0.69
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,289108,2023-10-31T00:00:00.000Z,140255,0.68
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132720,2023-10-31T00:00:00.000Z,231322,0.67
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,271867,2023-10-31T00:00:00.000Z,153374,0.65
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132683,2023-10-31T00:00:00.000Z,15452,0.64
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100253,2023-10-31T00:00:00.000Z,118004,0.64
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,216369,2023-10-31T00:00:00.000Z,1057882,0.63
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,106401,2023-10-31T00:00:00.000Z,26600,0.62
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132754,2023-10-31T00:00:00.000Z,965276,0.62
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100403,2023-10-31T00:00:00.000Z,41800,0.62
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132725,2023-10-31T00:00:00.000Z,9530,0.62
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132514,2023-10-31T00:00:00.000Z,136518,0.62
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,217280,2023-10-31T00:00:00.000Z,713635,0.61
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,220018,2023-10-31T00:00:00.000Z,45384,0.61
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,124494,2023-10-31T00:00:00.000Z,52448,0.61
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,123457,2023-10-31T00:00:00.000Z,8316,0.59
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100260,2023-10-31T00:00:00.000Z,49770,0.58
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100877,2023-10-31T00:00:00.000Z,128816,0.58
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,106395,2023-10-31T00:00:00.000Z,45926,0.56
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132779,2023-10-31T00:00:00.000Z,65613,0.56
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100113,2023-10-31T00:00:00.000Z,563891,0.56
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,242461,2023-10-31T00:00:00.000Z,273674,0.56
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,209373,2023-10-31T00:00:00.000Z,68995,0.55
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132504,2023-10-31T00:00:00.000Z,13530,0.55
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100488,2023-10-31T00:00:00.000Z,2072,0.55
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,113375,2023-10-31T00:00:00.000Z,42991,0.54
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100302,2023-10-31T00:00:00.000Z,46444,0.53
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,132478,2023-10-31T00:00:00.000Z,27846,0.53
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,268618,2023-10-31T00:00:00.000Z,10720,0.53
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,105790,2023-10-31T00:00:00.000Z,15851,0.53
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100472,2023-10-31T00:00:00.000Z,9063,0.52
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,209967,2023-10-31T00:00:00.000Z,252280,0.51
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,295872,2023-10-31T00:00:00.000Z,15425,0.50
Nippon India Nifty Midcap 150 Index Fund-Reg(G),44503,2023-12-31T00:00:00.000Z,1045.38,100411,2023-10-31T00:00:00.000Z,14873,0.50
